user,nb_emails,nb_emails_sent,nb_emails_viewed,nb_external,nb_bcc,nb_external_with_attachment,nb_after_hours_or_weekend,nb_emails_has_suspicious_content,email_external_ratio,suspicious_content_ratio,bcc_email_ratio,external_email_with_attachment_ratio,after_hours_or_weekend_ratio,max_zscore_emails,max_zscore_emails_sent,avg_emails_per_week,avg_size_sent_email,nb_emails_last_month,nb_activity_email_after_leaving,nb_file_events,copy_ratio,write_ratio,delete_ratio,copy_to_removable_ratio,write_to_removable_ratio,from_removable_ratio,unique_files_ratio,events_per_file,pc_usage_ratio,file_off_hours_ratio,suspicious_file_content_ratio,open_then_copy_ratio,write_then_delete_ratio,copy_then_delete_ratio,max_zscore_file_activity,nb_file_last_month,nb_file_after_leaving,average_session_duration,session_duration_variability,nb_sessions,nb_short_sessions,ratio_short_sessions,used_multi_pc_simultaneously,nb_logon,nb_logoff,nb_pc_used,nb_pc_used_logon,nb_after_hours_logon,unclosed_session_ratio,after_hours_logon_ratio,max_zscore_logon,max_zscore_logon_after_hours,nb_logon_last_month,nb_logon_after_leaving,nb_access_decoy_file,nb_pc_decoy_file,ocean_risk_score,device_con_duration_avg,device_con_duration_std,ratio_short_device_conn_interval,nb_device_conn_last_month,avg_device_conn_per_week,max_zscore_device_week,avg_zscore_device_week,nb_device_conn_after_hours,ratio_device_conn_after_hours,nb_device_activity_after_leaving
CDB2017,3753,1296,2457,1198,656,376,561,372,0.3192112976285638,0.0991207034372502,0.17479349853450574,0.1001865174527045,0.14948041566746603,0.8927380379076234,2.3827373657548896,50.04,668428.5679012346,0,0,388,0.40463917525773196,0.1056701030927835,0.16752577319587628,0.4713375796178344,1.0,0.5025773195876289,0.38402061855670105,2.6040268456375837,0.002577319587628866,0.13917525773195877,0.015463917525773196,0.10191082802547771,0.1951219512195122,0.11464968152866242,2.824870213774663,0,0,10.133333333333333,0,1,0,0.0,1,832,502,10,10,59,0.39663461538461536,0.07091346153846154,2.013438751119882,2.0,0,0.0,78,1,1.3073684210526315,0.5982018518518518,0.580446794218682,0.12666666666666668,10.0,2.5166666666666666,3.59862662108977,6.846375318521799e-17,2.0,0.013245033112582781,0
CDC3413,7313,2594,4719,2663,1273,866,2141,472,0.3641460412963216,0.0645425953780938,0.1740735676193081,0.11841925338438397,0.29276630657732805,0.07222791327656723,1.970815111299141,97.50666666666666,690353.5740169622,0,0,682,0.38563049853372433,0.11143695014662756,0.2126099706744868,0.43346007604562736,1.0,0.5263929618768328,0.45454545454545453,2.2,0.001466275659824047,0.34310850439882695,0.02785923753665689,0.06463878326996197,0.19736842105263158,0.155893536121673,3.0139051160526473,0,0,7.679488980716254,2,605,0,0.0,1,605,605,91,91,0,0.0,0.0,1.9871126291155494,0.0,0,0.0,133,1,0.1421875,9.263605555555555,10.13547637797825,0.06,29.0,7.12,2.5470624336759236,-3.552713678800501e-17,0.0,0.0,0
CDM0538,3122,1081,2041,1289,773,528,0,283,0.41287636130685457,0.09064702114029469,0.2475976937860346,0.16912235746316465,0.0,0.0,1.486289341589128,42.189189189189186,775419.7141535615,0,0,871,0.399540757749713,0.11710677382319173,0.2296211251435132,0.4339080459770115,1.0,0.5591274397244547,0.47416762342135477,2.108958837772397,0.001148105625717566,0.0,0.021814006888633754,0.04597701149425287,0.19607843137254902,0.15517241379310345,2.8881476987811197,0,0,8.35,0,1,0,0.0,1,708,428,65,65,0,0.3954802259887006,0.0,1.3944764016810083,0.0,0,0.0,131,1,1.69921875,8.835387205387207,9.772830023092357,0.09090909090909091,40.0,10.013513513513514,1.6406649481230773,-2.220446049250313e-16,0.0,0.0,0
CDW0886,144,58,86,56,0,26,0,12,0.3888888888888889,0.08333333333333333,0.0,0.18055555555555555,0.0,0.0,1.8507287349565038,4.8,1129514.396551724,21,21,465,0.36129032258064514,0.14623655913978495,0.1913978494623656,0.375,1.0,0.5440860215053763,0.46236559139784944,2.1627906976744184,0.002150537634408602,0.0,0.08387096774193549,0.06547619047619048,0.2647058823529412,0.13690476190476192,2.335661482452125,78,78,9.07312925170068,0,147,0,0.0,0,147,147,1,1,0,0.0,0.0,0.0,0.0,42,42.0,81,1,1.4231249999999998,3.2473385416666667,6.269930913177697,0.125,0.0,6.103448275862069,2.0068505788926436,-1.5744110995761919e-16,0.0,0.0,60
CEC1352,3271,1154,2117,1400,0,262,82,281,0.42800366860287375,0.08590645062671966,0.0,0.08009782940996638,0.025068786303882606,1.6027105807937547,2.176951109040975,44.2027027027027,208115.93674176777,0,0,8780,0.40148063781321186,0.15888382687927108,0.22767653758542142,0.45163120567375886,1.0,0.5662870159453303,0.40444191343963554,2.472542945649113,0.00011389521640091117,0.025170842824601365,0.023234624145785875,0.07829787234042553,0.2021505376344086,0.2300709219858156,2.9032098489754903,0,0,7.006281113677187,1,433,0,0.0,1,433,433,59,59,0,0.0,0.0,2.6527171693140272,0.0,0,0.0,821,1,2.3519736842105265,11.31542588828666,9.80649355261701,0.07655826558265583,192.0,43.689189189189186,2.2149881817719574,6.961398424676657e-16,0.0,0.0,0
CER0228,4388,1539,2849,2014,752,838,518,281,0.45897903372835,0.06403828623518687,0.17137648131267091,0.190975387420237,0.11804922515952598,1.9135039954494544,2.719794593507071,58.50666666666667,750737.0766731644,0,0,2468,0.29051863857374394,0.11385737439222042,0.1774716369529984,0.35704323570432356,1.0,0.4554294975688817,0.3978930307941653,2.513238289205703,0.0004051863857374392,0.11547811993517018,0.029983792544570502,0.0502092050209205,0.14590747330960854,0.18410041841004185,2.5864588676721714,0,0,6.851018518518519,3,3,0,0.0,1,925,609,113,113,56,0.34162162162162163,0.06054054054054054,2.6594777394356903,2.0,0,0.0,807,1,3.0005304276315794,1.754679537693722,4.4089553150719105,0.14420803782505912,51.0,10.76,1.72393429400169,8.289665250534503e-17,5.0,0.006195786864931847,0
CFL0156,4699,1639,3060,2258,821,920,907,283,0.48052777186635454,0.06022557991061928,0.1747180251117259,0.19578633751862098,0.1930197914449883,0.8349139474713301,2.1038766155959494,62.653333333333336,717471.3129957292,0,0,1011,0.4391691394658754,0.11177052423343224,0.19881305637982197,0.46621621621621623,1.0,0.5539070227497527,0.4629080118694362,2.16025641025641,0.0009891196834817012,0.2265084075173096,0.033630069238377844,0.05405405405405406,0.11504424778761062,0.1554054054054054,3.928483717894041,0,0,7.991666666666667,0,2,0,0.0,1,818,469,31,31,0,0.42665036674816625,0.0,1.6472519102904413,0.0,0,0.0,131,1,0.293092105263158,3.601952913279133,7.038046729844618,0.16056910569105692,46.0,11.52,2.5494354025164974,1.2434497875801754e-16,0.0,0.0,0
CGG3388,1481,496,985,534,237,127,435,127,0.36056718433490886,0.08575286968264687,0.1600270087778528,0.08575286968264687,0.2937204591492235,0.0,2.0058926068497764,19.746666666666666,243844.3366935484,0,0,380,0.46578947368421053,0.11842105263157894,0.2026315789473684,0.4293785310734463,1.0,0.5947368421052631,0.5026315789473684,1.9895287958115184,0.002631578947368421,0.3263157894736842,0.06578947368421052,0.06779661016949153,0.26666666666666666,0.1694915254237288,4.042123779599698,0,0,9.370945229681979,2,566,0,0.0,0,566,566,1,1,57,0.0,0.10070671378091872,1.48301258675533,2.0,0,0.0,33,1,0.525345394736842,5.500532679738562,7.566315878895423,0.058823529411764705,16.0,2.782608695652174,3.209124367708576,7.723290606088045e-17,0.0,0.0,0
CGM2036,3079,1051,2028,1241,515,444,0,221,0.40305293926599545,0.07177655082819097,0.16726209808379344,0.14420266320233843,0.0,0.15888748236822536,1.9521507977287522,41.608108108108105,760659.960038059,0,0,581,0.40619621342512907,0.09466437177280551,0.21858864027538727,0.4491525423728814,1.0,0.5507745266781411,0.46987951807228917,2.128205128205128,0.0017211703958691911,0.0,0.024096385542168676,0.08898305084745763,0.23636363636363636,0.1864406779661017,2.4238711231979173,0,0,7.316666666666666,0,1,0,0.0,0,628,356,1,1,0,0.43312101910828027,0.0,0.6874105323807542,0.0,0,0.0,100,1,0.5246546052631579,8.32072601010101,9.09074540021783,0.06818181818181818,22.0,5.243243243243243,2.484344249761707,1.3202652184731592e-16,0.0,0.0,0
CHB1062,3505,1195,2310,1581,591,425,0,243,0.45106990014265336,0.06932952924393723,0.16861626248216832,0.12125534950071326,0.0,0.0,2.556629546190382,47.36486486486486,585625.4016736401,0,0,2812,0.41038406827880514,0.0992176386913229,0.20412517780938833,0.4852686308492201,1.0,0.5163584637268848,0.4086059743954481,2.4473455178416015,0.17567567567567569,0.6383357041251778,0.020981507823613087,0.06412478336221837,0.23297491039426524,0.2365684575389948,3.1552376160331135,0,0,2.321152607245718,3,1466,266,0.18144611186903137,1,1466,1466,955,955,762,0.0,0.519781718963165,2.4407939212093153,2.6138494804099675,0,0.0,521,186,8.472626644736842,0.03755067750677507,0.043354708523551555,0.9034146341463415,64.0,14.121621621621621,2.5601842314143144,1.6803375507840208e-16,721.0,0.6899521531100479,0
CHM1561,461,157,304,154,80,89,112,32,0.33405639913232105,0.06941431670281996,0.1735357917570499,0.19305856832971802,0.24295010845986983,0.8807892869250734,1.790338881931879,6.1466666666666665,922194.8917197452,0,0,11570,0.454019014693172,0.1104580812445981,0.22592912705272256,0.4922901199314677,1.0,0.5773552290406223,0.19775280898876405,5.056818181818182,8.643042350907519e-05,0.23543647363872083,0.09256698357821953,0.10127546164096707,0.25273865414710484,0.23548448505615838,1.015841370424013,0,0,11.981967213114753,0,183,0,0.0,0,471,472,1,1,0,0.0,0.0,0.0,0.0,0,0.0,1026,1,7.0143749999999985,11.29836621810026,7.827163436954885,0.009274413529732678,233.0,54.50666666666667,0.8912207021205021,-9.473903143468003e-17,4.0,0.0009784735812133072,0
CID3640,351,124,227,109,0,59,0,21,0.31054131054131057,0.05982905982905983,0.0,0.16809116809116809,0.0,0.0,1.7794581416383215,4.743243243243243,1267800.5403225806,0,0,954,0.2830188679245283,0.2431865828092243,0.17295597484276728,0.3037037037037037,1.0,0.48846960167714887,0.6624737945492662,1.509493670886076,0.0010482180293501049,0.0,0.05241090146750524,0.044444444444444446,0.0603448275862069,0.07037037037037037,2.3306834611417324,0,0,11.25,0,1,0,0.0,1,665,385,30,30,0,0.42105263157894735,0.0,1.2844623293834279,0.0,0,0.0,174,1,0.5560855263157893,7.618660394265233,8.486175540832464,0.09838709677419355,181.0,41.391891891891895,0.6505360590150815,-5.281060873892637e-16,0.0,0.0,0
CIG3191,3098,1080,2018,1070,746,160,0,198,0.34538411878631375,0.06391220142027114,0.2408005164622337,0.051646223369916075,0.0,0.0,2.441651088089628,41.86486486486486,272413.18796296295,0,0,362,0.40607734806629836,0.1270718232044199,0.19337016574585636,0.4557823129251701,1.0,0.5248618784530387,0.4613259668508287,2.1676646706586826,0.0027624309392265192,0.0,0.03591160220994475,0.06802721088435375,0.21739130434782608,0.14285714285714285,3.0704495849111626,0,0,7.418389601139601,2,390,5,0.01282051282051282,1,390,390,35,35,0,0.0,0.0,2.0,0.0,0,0.0,59,1,0.2287894736842107,0.5941597222222222,0.6822334500517125,0.15,6.0,2.0,2.7944272274317257,-7.401486830834377e-18,0.0,0.0,0
CIH0995,6224,2176,4048,2402,1069,781,0,477,0.3859254498714653,0.0766388174807198,0.17175449871465295,0.1254820051413882,0.0,0.0,2.5431921142900173,84.10810810810811,687324.0363051471,0,0,287,0.30313588850174217,0.07317073170731707,0.16376306620209058,0.3793103448275862,1.0,0.4425087108013937,0.3867595818815331,2.5855855855855854,0.003484320557491289,0.0,0.006968641114982578,0.022988505747126436,0.42857142857142855,0.11494252873563218,3.0737180213735265,0,0,4.355555555555555,3,2,0,0.0,1,738,465,104,104,0,0.3699186991869919,0.0,1.2882548716924471,0.0,0,0.0,106,1,0.0,3.939684557438795,6.700760043243977,0.1016949152542373,7.0,2.03125,3.183094340732588,-6.938893903907228e-18,0.0,0.0,0
CIY1654,4871,1697,3174,1621,830,232,213,263,0.3327858755902279,0.053993019913775406,0.17039622254157258,0.047628823650174505,0.043728187230548145,0.0,1.8301498889918244,65.82432432432432,265094.58632881555,0,0,642,0.1277258566978193,0.2538940809968847,0.06230529595015576,0.3170731707317073,1.0,0.21806853582554517,0.4143302180685358,2.4135338345864663,0.001557632398753894,0.0264797507788162,0.02336448598130841,0.08536585365853659,0.024539877300613498,0.08536585365853659,3.1024215252548726,0,0,11.075,0,2,0,0.0,1,678,407,51,51,342,0.3997050147492625,0.504424778761062,2.013505103511762,1.0,0,0.0,313,1,0.5112014802631578,2.1650236406619383,4.466000175533693,0.06382978723404255,9.0,2.338709677419355,4.072369801388087,-1.0027820867582059e-16,6.0,0.041379310344827586,0
CJC1433,3312,1183,2129,1209,0,356,142,230,0.365036231884058,0.06944444444444445,0.0,0.10748792270531402,0.042874396135265704,1.5473506087814217,2.9784202589615103,44.75675675675676,590201.0828402367,0,0,1139,0.3942054433713784,0.1264266900790167,0.23002633889376647,0.4298440979955457,1.0,0.5662862159789289,0.44688323090430204,2.237721021611002,0.000877963125548727,0.04741000877963126,0.02019315188762072,0.0801781737193764,0.1736111111111111,0.20044543429844097,2.5501597322415686,0,0,10.225000000000001,0,2,0,0.0,1,781,482,98,98,0,0.382842509603073,0.0,2.3769019264296043,0.0,0,0.0,157,1,1.0030263157894739,9.750254994742377,9.197478619098183,0.05362776025236593,45.0,10.243243243243244,2.2745318240336485,-2.3404701600206e-16,0.0,0.0,0
CJG3002,6266,2161,4105,2284,1075,364,0,563,0.3645068624321736,0.08984998404085541,0.17156080434088733,0.058091286307053944,0.0,0.0,1.633514651311714,84.67567567567568,216442.6779268857,0,0,379,0.43271767810026385,0.11345646437994723,0.19525065963060687,0.47560975609756095,1.0,0.5303430079155673,0.47757255936675463,2.0939226519337018,0.002638522427440633,0.0,0.044854881266490766,0.07926829268292683,0.13953488372093023,0.14634146341463414,2.6709161189043353,0,0,8.961001872659176,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,57,1,0.5108388157894739,0.9328755144032921,2.3155960604062336,0.16666666666666666,6.0,2.0163934426229506,2.6689105323156364,1.7472362354756562e-16,0.0,0.0,0
CJH2411,628,225,403,210,116,62,0,40,0.3343949044585987,0.06369426751592357,0.18471337579617833,0.09872611464968153,0.0,0.0,2.3408229439226114,69.77777777777777,560923.5911111111,69,69,298,0.4161073825503356,0.1342281879194631,0.2181208053691275,0.4435483870967742,1.0,0.5469798657718121,0.3389261744966443,2.9504950495049505,0.003355704697986577,0.0,0.026845637583892617,0.04032258064516129,0.25,0.25,1.2253122769681903,27,27,9.25,0,1,0,0.0,0,83,45,1,1,0,0.4578313253012048,0.0,0.0,0.0,12,12.0,40,1,0.268421052631579,9.844333333333333,9.624223984733373,0.05,0.0,4.333333333333333,1.163828747925293,1.264420666934206e-16,0.0,0.0,8
CJM0273,4456,1576,2880,1620,764,510,1288,392,0.3635547576301616,0.08797127468581688,0.17145421903052063,0.1144524236983842,0.289048473967684,0.0,2.1956522449588607,59.413333333333334,518787.817893401,0,0,12420,0.45603864734299515,0.11352657004830918,0.22246376811594204,0.497704802259887,1.0,0.5672302737520128,0.214170692431562,4.669172932330827,8.051529790660226e-05,0.285829307568438,0.04404186795491143,0.09569209039548023,0.25886524822695034,0.22492937853107345,0.6826000289881585,0,0,9.378451439578265,2,548,0,0.0,1,548,548,39,39,0,0.0,0.0,1.7209240276873075,0.0,0,0.0,1146,1,0.3590378289473686,13.434690083891605,9.01296952021703,0.033134166214014125,258.0,58.06666666666667,0.6503085984520129,-4.3816802038539513e-16,0.0,0.0,0
CJM0584,389,154,235,164,89,41,0,27,0.42159383033419023,0.06940874035989718,0.22879177377892032,0.10539845758354756,0.0,0.0,1.0943058062101276,43.22222222222222,570088.9155844155,44,44,212,0.2358490566037736,0.19339622641509435,0.14622641509433962,0.4,1.0,0.41509433962264153,0.4528301886792453,2.2083333333333335,0.0047169811320754715,0.0,0.009433962264150943,0.14,0.17073170731707318,0.14,1.9432978499384281,27,27,10.081111111111111,0,45,0,0.0,0,45,45,1,1,0,0.0,0.0,0.0,0.0,10,10.0,63,1,1.9717105263157897,0.5465503875968992,0.5215359889255535,0.20930232558139536,0.0,4.777777777777778,1.5733243536242418,7.401486830834377e-17,0.0,0.0,4
CJM3315,425,142,283,145,75,69,77,38,0.3411764705882353,0.08941176470588236,0.17647058823529413,0.1623529411764706,0.1811764705882353,1.732050807568877,1.909899492033047,5.666666666666667,1167392.7253521127,0,0,1365,0.45054945054945056,0.10476190476190476,0.24395604395604395,0.5008130081300813,1.0,0.5912087912087912,0.4205128205128205,2.3780487804878048,0.0007326007326007326,0.15457875457875458,0.07032967032967033,0.06991869918699187,0.20279720279720279,0.2048780487804878,2.5332157779253164,0,0,10.05,0,2,0,0.0,1,805,458,18,18,12,0.43105590062111804,0.014906832298136646,1.6542423400362374,1.0,0,0.0,107,1,1.3588815789473687,5.390038503850385,8.454759947241431,0.09900990099009901,20.0,5.797297297297297,2.5677826627335074,-1.800361661554308e-17,0.0,0.0,0
CJS1986,3174,1090,2084,1150,540,162,0,319,0.36231884057971014,0.10050409577819786,0.17013232514177692,0.05103969754253308,0.0,0.0,3.007439899204868,42.891891891891895,153308.41376146788,0,0,395,0.41265822784810124,0.13164556962025317,0.20759493670886076,0.4110429447852761,1.0,0.5417721518987342,0.620253164556962,1.6122448979591837,0.002531645569620253,0.0,0.002531645569620253,0.03067484662576687,0.07692307692307693,0.09202453987730061,2.835494452088888,0,0,8.005945692883895,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,62,1,1.1289473684210525,10.749370647541836,9.807422245690017,0.0832553788587465,160.0,38.027027027027025,1.1550960168217612,4.920988541581775e-16,0.0,0.0,0
CKB0596,3133,1090,2043,854,548,211,0,281,0.2725821895946377,0.08969039259495691,0.17491222470475581,0.06734759016916693,0.0,0.0,1.7724537483847955,42.33783783783784,648468.1752293578,0,0,608,0.07730263157894737,0.03453947368421053,0.05098684210526316,0.19148936170212766,1.0,0.15953947368421054,0.13486842105263158,7.414634146341464,0.001644736842105263,0.003289473684210526,0.006578947368421052,0.0851063829787234,0.14285714285714285,0.14893617021276595,4.5678984900890836,0,0,7.6130555555555555,0,2,0,0.0,1,803,524,88,88,60,0.34744707347447074,0.074719800747198,2.1998060697032433,2.0,0,0.0,481,1,7.460526315789474,0.5570272904483431,0.45091638143485396,0.13157894736842105,6.0,2.150943396226415,2.3756029800615766,8.3790416952842e-18,1.0,0.008771929824561403,0
CKB3645,351,118,233,148,70,100,0,26,0.42165242165242167,0.07407407407407407,0.19943019943019943,0.2849002849002849,0.0,0.0,2.485775786178392,4.743243243243243,1544825.9661016949,0,0,1794,0.37235228539576365,0.14046822742474915,0.2140468227424749,0.3203592814371258,1.0,0.5824972129319955,0.40468227424749165,2.4710743801652892,0.0005574136008918618,0.0,0.04403567447045708,0.08383233532934131,0.16666666666666666,0.23053892215568864,2.4200795637762793,0,0,11.016666666666666,0,2,0,0.0,1,669,377,22,22,0,0.43647234678624813,0.0,1.4196772979301924,0.0,0,0.0,283,1,1.2832105263157894,9.439020882584714,8.84081445088415,0.04964539007092199,27.0,5.123287671232877,2.3975359297593877,-1.2166827667125003e-17,0.0,0.0,0
CKL0697,3127,1122,2005,1060,558,409,0,321,0.3389830508474576,0.10265430124720179,0.1784457946913975,0.13079629037416055,0.0,0.0,1.9488989369046914,42.25675675675676,727444.7201426025,0,0,1063,0.4233301975540922,0.11947318908748825,0.21636876763875823,0.4577777777777778,1.0,0.5522107243650047,0.4477892756349953,2.2331932773109244,0.0009407337723424271,0.0,0.01599247412982126,0.06666666666666667,0.1732283464566929,0.11555555555555555,2.2816999337109904,0,0,8.016666666666667,0,1,0,0.0,1,652,372,17,17,0,0.4294478527607362,0.0,1.3130978567827276,0.0,0,0.0,143,1,0.42947368421052634,9.352277901509527,9.49909876873316,0.06904231625835189,31.0,9.824324324324325,2.1508198207253213,-9.00180830777154e-17,0.0,0.0,0
CKP3600,1949,673,1276,718,0,191,0,155,0.3683940482298615,0.07952796305797845,0.0,0.09799897383273473,0.0,0.0,2.141703664584479,42.369565217391305,624174.3491827637,99,99,270,0.32222222222222224,0.1259259259259259,0.18888888888888888,0.42528735632183906,1.0,0.4740740740740741,0.43703703703703706,2.288135593220339,0.003703703703703704,0.0,0.018518518518518517,0.09195402298850575,0.3235294117647059,0.13793103448275862,2.9631773508099895,1,1,8.116666666666667,0,1,0,0.0,0,399,222,1,1,0,0.44360902255639095,0.0,0.7403067007125738,0.0,29,29.0,71,1,1.2749506578947372,0.581982905982906,0.47544952605417806,0.1076923076923077,0.0,1.8055555555555556,3.1944444444444446,-1.850371707708594e-17,0.0,0.0,2
CLR2407,3592,1294,2298,1247,632,223,422,318,0.34716035634743875,0.08853006681514476,0.1759465478841871,0.06208240534521158,0.11748329621380846,1.6025596201929337,2.781874115837903,47.89333333333333,226570.38485316848,0,0,730,0.4410958904109589,0.11643835616438356,0.24794520547945206,0.4751552795031056,1.0,0.5917808219178082,0.5753424657534246,1.7380952380952381,0.0013698630136986301,0.1178082191780822,0.06575342465753424,0.031055900621118012,0.21176470588235294,0.13043478260869565,3.457777289138449,0,0,7.616240665308894,2,491,2,0.004073319755600814,1,491,491,78,78,0,0.0,0.0,1.9994796825975845,0.0,0,0.0,60,1,0.9710526315789473,8.44742043690397,9.636119549190884,0.1027944111776447,190.0,43.42666666666667,1.826232815679722,-3.434289889507151e-16,0.0,0.0,0
CMH2342,5569,1961,3608,1954,965,545,0,463,0.3508708924402945,0.0831388040940923,0.1732806608008619,0.09786317112587538,0.0,0.0,1.9291761605731168,75.25675675675676,587365.6435492096,0,0,1382,0.4211287988422576,0.12301013024602026,0.21924746743849494,0.43470790378006874,1.0,0.5593342981186686,0.5028943560057887,1.9884892086330934,0.000723589001447178,0.00723589001447178,0.04486251808972504,0.03608247422680412,0.13529411764705881,0.10824742268041238,3.2149959137270936,0,0,11.805388888888888,6,5,0,0.0,1,767,491,89,89,33,0.35984354628422427,0.04302477183833116,1.7895686146001502,2.0,0,0.0,186,1,0.5342105263157894,8.462136860372402,9.183332795580343,0.09033347403967919,183.0,41.66216216216216,0.631324453918755,1.4402893292434464e-16,39.0,0.01265001621796951,0
CMO2396,6183,2157,4026,2386,1062,772,0,354,0.3858968138444121,0.05725376031052887,0.1717612809315866,0.12485848293708555,0.0,0.0,1.8541344564038185,83.55405405405405,785810.016689847,0,0,785,0.4012738853503185,0.12101910828025478,0.2050955414012739,0.4253968253968254,1.0,0.5439490445859873,0.45605095541401275,2.1927374301675977,0.0012738853503184713,0.005095541401273885,0.015286624203821656,0.044444444444444446,0.22105263157894736,0.1523809523809524,2.2584803889277647,0,0,7.216666666666667,0,1,0,0.0,0,654,382,1,1,20,0.41590214067278286,0.03058103975535168,1.376749285996266,2.0,0,0.0,129,1,2.536578947368421,6.461432980599647,9.330523437436877,0.11904761904761904,32.0,9.324324324324325,2.0223352527475114,-1.0802169969325848e-16,3.0,0.004347826086956522,0
CMP2946,4907,1750,3157,1464,871,409,0,309,0.2983492969227634,0.06297126553902588,0.17750152842877523,0.08335031587528022,0.0,0.5468490852840981,1.7885147153525094,75.49230769230769,435849.07942857145,16,16,1813,0.10038610038610038,0.22614451185879758,0.07004964147821291,0.1813186813186813,1.0,0.21014892443463873,0.37672366243794814,2.6544655929721817,0.0005515719801434088,0.0,0.07060121345835632,0.06593406593406594,0.046341463414634146,0.1043956043956044,2.609754622437867,8,8,9.45,0,1,0,0.0,1,597,348,33,33,0,0.41708542713567837,0.0,2.378867054782359,0.0,3,3.0,989,1,0.4849342105263156,12.762272050400915,9.713198172475803,0.0577319587628866,0.0,24.46153846153846,1.5771492945000545,7.229259925732269e-16,0.0,0.0,10
CMT0267,3493,1221,2272,962,0,266,0,342,0.27540795877469226,0.097910105926138,0.0,0.07615230460921844,0.0,0.0,1.7363033325248427,47.2027027027027,605850.0163800163,0,0,2938,0.2590197413206263,0.11674608577263444,0.20558202859087815,0.20367936925098554,1.0,0.5071477195371,0.24642614023144996,4.058011049723757,0.0003403675970047651,0.0,0.0224642614023145,0.10906701708278581,0.27988338192419826,0.29172141918528255,4.204058328007703,0,0,10.102808988764044,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,950,1,2.3715,0.613682277318641,0.6343860520018084,0.1322314049586777,9.0,1.9516129032258065,2.8692460968647,-4.297637514678025e-17,0.0,0.0,0
CNE2161,345,125,220,118,76,58,0,27,0.34202898550724636,0.0782608695652174,0.22028985507246376,0.1681159420289855,0.0,0.0,2.0,4.662162162162162,1264164.88,0,0,2648,0.45845921450151056,0.125,0.21978851963746224,0.457166392092257,1.0,0.5751510574018127,0.286631419939577,3.4888010540184453,0.00037764350453172205,0.0,0.0634441087613293,0.0757825370675453,0.18429003021148035,0.1828665568369028,2.1022416931461176,0,0,7.9665262172284645,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,239,1,1.7447368421052625,15.511929487179486,9.399534850024338,0.0,46.0,10.191780821917808,2.436017355818269,4.1063043376546883e-17,0.0,0.0,0
CNH3475,4493,1570,2923,1287,765,387,0,360,0.2864455820164701,0.08012463832628533,0.17026485644335634,0.08613398620075673,0.0,0.0,2.0815863860623076,60.71621621621622,675293.0318471338,0,0,1626,0.46309963099630996,0.11254612546125461,0.21463714637146372,0.45683930942895085,1.0,0.5768757687576875,0.3191881918819188,3.132947976878613,0.0006150061500615006,0.0,0.016605166051660517,0.0703851261620186,0.20765027322404372,0.16069057104913678,2.40092463625515,0,0,5.472777777777778,1,2,0,0.0,1,756,481,108,108,0,0.3637566137566138,0.0,2.5295411876617053,0.0,0,0.0,161,1,0.8867368421052634,11.521174698795182,9.720581519643313,0.03614457831325301,49.0,9.567567567567568,1.6636834866166044,-3.120626880027467e-16,0.0,0.0,0
CPC0724,1408,496,912,510,246,221,360,109,0.3622159090909091,0.07741477272727272,0.1747159090909091,0.15696022727272727,0.2556818181818182,0.9233595018212893,2.656577469441545,18.773333333333333,967066.6633064516,0,0,1233,0.45174371451743717,0.12570965125709652,0.2060016220600162,0.44703770197486536,1.0,0.5669099756690997,0.28872668288726683,3.4634831460674156,0.0008110300081103001,0.28629359286293593,0.023519870235198703,0.08617594254937164,0.2,0.21543985637342908,3.5188554201525606,0,0,8.087777777777777,1,2,0,0.0,1,1014,642,139,139,0,0.3668639053254438,0.0,1.1869573828641984,0.0,0,0.0,130,1,1.8236842105263158,3.7031746031746033,7.163443828815022,0.11428571428571428,9.0,3.078125,2.3162950408066334,2.7755575615628914e-17,0.0,0.0,0
CQS2883,5919,2085,3834,2377,1555,722,1002,422,0.4015881060990032,0.07129582699780368,0.2627132961648927,0.1219800642000338,0.16928535225544855,0.9022868833143713,1.438523976312198,78.92,558739.9400479617,0,0,792,0.4053030303030303,0.0946969696969697,0.21717171717171718,0.48286604361370716,1.0,0.5366161616161617,0.4911616161616162,2.0359897172236505,0.0012626262626262627,0.17803030303030304,0.06944444444444445,0.04361370716510903,0.17333333333333334,0.14953271028037382,2.765207807137059,0,0,9.283333333333333,0,1,0,0.0,1,804,461,26,26,0,0.42661691542288555,0.0,2.6232779312862964,0.0,0,0.0,137,1,4.957105263157897,8.062649950835791,9.22975749068258,0.09734513274336283,52.0,11.986666666666666,2.4146479280893756,1.0658141036401502e-16,0.0,0.0,0
