user,email_nb_emails,email_nb_emails_sent,email_nb_emails_viewed,email_nb_external,email_nb_bcc,email_nb_external_with_attachment,email_nb_after_hours_or_weekend,email_nb_emails_has_suspicious_content,email_external_ratio,email_suspicious_content_ratio,email_bcc_email_ratio,email_external_email_with_attachment_ratio,email_after_hours_or_weekend_ratio,email_max_zscore_emails,email_max_zscore_emails_sent,email_avg_emails_per_week,email_avg_size_sent_email,email_nb_emails_last_month,email_nb_activity_email_after_leaving,email_nb_email_not_main_pc,email_nb_email_not_main_pc_ratio,email_zscore_last_month,file_nb_file_events,file_copy_ratio,file_write_ratio,file_delete_ratio,file_copy_to_removable_ratio,file_from_removable_ratio,file_unique_files_ratio,file_events_per_file,file_pc_usage_ratio,file_off_hours_ratio,file_suspicious_file_content_ratio,file_open_then_copy_ratio,file_write_then_delete_ratio,file_copy_then_delete_ratio,file_max_zscore_file_activity,file_nb_file_last_month,file_nb_file_after_leaving,file_nb_file_not_main_pc,file_nb_file_not_main_pc_ratio,file_zscore_last_month,logon_average_session_duration,logon_session_duration_variability,logon_nb_sessions,logon_nb_short_sessions,logon_ratio_short_sessions,logon_used_multi_pc_simultaneously,logon_nb_logon,logon_nb_logoff,logon_nb_pc_used,logon_nb_pc_used_logon,logon_nb_after_hours_logon,logon_unclosed_session_ratio,logon_after_hours_logon_ratio,logon_max_zscore_logon,logon_max_zscore_logon_after_hours,logon_nb_logon_last_month,logon_nb_logon_after_leaving,logon_nb_logon_not_main_pc,logon_nb_logon_not_main_pc_ratio,logon_zscore_last_month,decoy_file_nb_access_decoy_file,decoy_file_nb_pc_decoy_file,psycho_ocean_risk_score,device_nb_device_conn,device_con_duration_avg,device_con_duration_std,device_ratio_short_device_conn_interval,device_nb_device_conn_last_month,device_avg_device_conn_per_week,device_max_zscore_device_week,device_avg_zscore_device_week,device_nb_device_conn_after_hours,device_ratio_device_conn_after_hours,device_nb_device_activity_after_leaving,device_nb_device_not_main_pc,device_nb_device_not_main_pc_ratio,device_zscore_last_month,ldap_zscore_departure,http_total_activity,http_total_weighted_activity,http_job_weighted_activity,http_avg_requests_per_day,http_total_keyword_flags,http_upload_ratio,http_download_ratio,http_off_hours_ratio,http_weekend_activity_ratio,http_last_month_activity,http_last_month_zscore,http_max_zscore_activity,http_post_departure_activity,http_sus_domain_ratio,http_unique_domains,http_job_search_score
BGA0892,348,126,222,102,0,25,0,18,0.29310344827586204,0.05172413793103448,0.0,0.07183908045977011,0.0,0.0,1.9169845935668832,4.702702702702703,29785.968253968254,0,0,0,0.0,0.6853227845201028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.088584474885845,0,292,0,0.0,0,355,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.005210526315789479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,3560,3560.0,19.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0053,96,0.0053
BGA2301,1032,375,657,403,0,154,0,4,0.3905038759689923,0.003875968992248062,0.0,0.14922480620155038,0.0,0.0,1.9644562277512176,13.945945945945946,768423.168,0,0,0,0.0,0.9319646953608047,54.0,0.0,0.0,0.0,0.0,0.0,0.24074074074074073,4.153846153846154,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.031327476428493,7.283333333333333,0,1,0,0.0,0,637,356,1,1,0,0.4411302982731554,0.0,0.7129040573165342,0.0,0,0.0,0,0.0,0.1625425460002327,54.0,1.0,0.02497944078947369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358150856822424,10324,10324.0,276.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0213,99,0.0267
BGB3045,3842,1368,2474,1504,0,397,0,29,0.39146277980218636,0.0075481520041644976,0.0,0.10333159812597606,0.0,0.0,1.9642900316806176,51.91891891891892,526082.5811403509,0,0,0,0.0,-0.08741629458288418,57.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,9.5,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.6035495319214244,3,1448,258,0.1781767955801105,1,1448,1448,931,931,752,0.0,0.5193370165745856,2.149173347933173,2.6647314954605106,0,0.0,1092,0.7541436464088398,1.258628841437425,57.0,1.0,0.0200885896381579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,40584,40584.0,345.0,114.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0632,272,0.0085
BGH2610,2104,735,1369,763,0,145,0,14,0.3626425855513308,0.006653992395437262,0.0,0.06891634980988594,0.0,0.0,2.964997266644405,42.93877551020408,225591.78367346938,58,58,0,0.0,-12.663476472266067,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,10.037394957983194,0,238,0,0.0,0,238,238,1,1,0,0.0,0.0,0.0,0.0,14,14.0,0,0.0,-14.0,4.0,1.0,0.041299342105263155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,22610,22610.0,684.0,95.0,0,0.0,0.0,0.0,0.0,1900,-0.2515,0.0,665,0.045,266,0.0303
BGH2861,348,131,217,125,0,30,0,6,0.35919540229885055,0.017241379310344827,0.0,0.08620689655172414,0.0,0.0,1.8975598043622963,4.702702702702703,31565.946564885497,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.040496254681647,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.06661184210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,3550,3550.0,70.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0158,144,0.0197
BGK0603,1041,366,675,342,0,24,0,12,0.3285302593659942,0.011527377521613832,0.0,0.023054755043227664,0.0,0.0,2.911743527763224,14.067567567567568,29165.17213114754,0,0,0,0.0,0.6717615186255738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.957677902621723,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0026500411184210513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181186857726193,10324,10324.0,370.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1213,193,0.0358
BGM1226,3143,1085,2058,962,0,143,0,33,0.30607699650015907,0.010499522748965956,0.0,0.04549793191218581,0.0,0.0,1.9543081628427668,42.472972972972975,220264.4728110599,0,0,0,0.0,0.505679826700182,188.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,15.666666666666666,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,4.640984645445691,0.0,0.0,0.0,0.0,0.0,9.274416378814047,2,386,3,0.007772020725388601,1,386,386,31,31,0,0.0,0.0,2.0,0.0,0,0.0,30,0.07772020725388601,-0.2886751345948129,188.0,1.0,0.011190789473684208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,33725,34452.0,536.0,95.0,208,0.0037,0.0104,0.0,0.0,0,0.0,0.0,0,0.0734,147,0.0156
BGM2545,1024,348,676,377,0,101,0,6,0.3681640625,0.005859375,0.0,0.0986328125,0.0,0.0,2.602463920089211,13.837837837837839,378937.4252873563,0,0,0,0.0,0.46988420738865655,4.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0,1,0,0.0,0,635,356,1,1,0,0.4393700787401575,0.0,0.7326058804402533,0.0,0,0.0,0,0.0,0.6115369208246949,4.0,1.0,0.014062499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,10324,10324.0,141.0,29.0,0,0.0,0.0,0.012,0.0,0,0.0,0.0,0,0.0037,96,0.0137
BGN3820,1031,349,682,311,0,98,0,43,0.30164888457807953,0.041707080504364696,0.0,0.0950533462657614,0.0,0.0,2.1316731180740494,13.932432432432432,865724.3237822349,0,0,0,0.0,-0.716850482732654,9.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,0,1,0,0.0,0,637,356,1,1,0,0.4411302982731554,0.0,0.762264816044594,0.0,0,0.0,0,0.0,0.0,9.0,1.0,0.009345086348684205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,10324,10324.0,400.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0128,102,0.0387
BGR1991,3141,1126,2015,1031,0,220,0,19,0.3282394141992996,0.0060490289716650745,0.0,0.07004138809296402,0.0,0.0,2.198575477712948,42.445945945945944,471688.6891651865,0,0,0,0.0,0.2729953232889265,49.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,6.125,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,4.450298595950974,0.0,0.0,0.0,0.0,-0.318050419531498,11.083426966292134,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,49.0,1.0,0.008548519736842109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00693842672377,33820,33820.0,126.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.153,151,0.0037
BGS0751,3095,1082,2013,936,0,254,0,32,0.3024232633279483,0.010339256865912763,0.0,0.08206785137318255,0.0,0.0,2.6919022883314954,41.82432432432432,747792.736598891,0,0,0,0.0,0.9762875655478606,104.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,8.666666666666666,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,3.825595508607139,0.0,0.0,0.0,0.0,3.1083802587524563,8.995271535580525,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,104.0,1.0,0.016843749999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818118685772619,33820,33820.0,2931.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1153,98,0.0867
BGW1739,3094,1054,2040,873,0,246,0,9,0.2821590174531351,0.0029088558500323207,0.0,0.07950872656755009,0.0,0.0,2.1794021937391608,41.810810810810814,556726.3842504744,0,0,0,0.0,-0.04842837423159806,243.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,27.0,0.00411522633744856,0.0,0.04526748971193416,0.0,0.0,0.0,2.9839754672317764,0.0,0.0,0.0,0.0,1.3331633501624418,8.80941047705314,1,368,0,0.0,1,368,368,13,13,0,0.0,0.0,1.0,0.0,0,0.0,12,0.03260869565217391,-0.3253000243161776,243.0,1.0,0.017511513157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31950,32259.0,39.0,90.0,38,0.0028,0.0013,0.0,0.0,0,0.0,0.0,0,0.0003,87,0.0012
BHB2598,1236,433,803,475,0,91,0,3,0.3843042071197411,0.0024271844660194173,0.0,0.07362459546925566,0.0,0.0,2.345049948137408,42.62068965517241,612443.4387990762,144,144,0,0.0,-3.400367627183861,24.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,-1.0791646182542889,10.111854460093896,0,142,0,0.0,0,142,142,1,1,0,0.0,0.0,0.0,0.0,32,32.0,0,0.0,-3.557562367689427,24.0,1.0,0.017960526315789465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.620439017155632,13490,13490.0,43.0,95.0,0,0.0,0.0,0.0,0.0,2090,0.9754,0.0,1520,0.0152,129,0.0032
BHC0492,3133,1087,2046,1195,0,227,0,15,0.3814235556974146,0.0047877433769549956,0.0,0.07245451643791893,0.0,0.0,2.0467666644213964,42.33783783783784,448404.0441582337,0,0,0,0.0,0.3642389098054352,45.0,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,3.2142857142857144,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.52427961046339,10.081835205992508,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,45.0,1.0,0.0033515624999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9977072280098476,33820,33820.0,545.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0106,205,0.0161
BHC2049,3128,1063,2065,813,0,153,0,49,0.25991048593350385,0.015664961636828643,0.0,0.04891304347826087,0.0,0.0,1.4557686821281208,42.270270270270274,205833.26716839135,0,0,0,0.0,-0.4047925969275,14.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.06999063670412,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,14.0,1.0,0.04303125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9977072280098485,33725,33725.0,439.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1661,103,0.013
BHC2344,1054,362,692,411,0,103,0,7,0.3899430740037951,0.006641366223908918,0.0,0.09772296015180265,0.0,0.0,2.217509040411171,14.243243243243244,424840.59116022097,0,0,0,0.0,-0.7758390063176228,17.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,2.8333333333333335,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,10.091666666666667,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,17.0,1.0,0.055634210526315786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358150856822424,10324,10324.0,310.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0128,112,0.03
BHD0598,3158,1077,2081,1035,0,200,0,13,0.32773907536415453,0.004116529449018366,0.0,0.06333122229259025,0.0,0.0,1.8472260150991784,42.67567567567568,450598.29433611885,0,0,0,0.0,0.049250527804317816,43.0,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,3.5833333333333335,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.5848243701949684,10.25,0,1,0,0.0,0,635,356,1,1,0,0.4393700787401575,0.0,0.7070740591531101,0.0,0,0.0,0,0.0,-0.2501303101469775,43.0,1.0,0.0034251644736842143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,33820,33820.0,1079.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0415,122,0.0319
BHD2088,3361,1160,2201,1113,582,161,216,54,0.33115144302290983,0.01606664683130021,0.17316274918179114,0.04790240999702469,0.06426658732520084,2.774740507114722,3.343711566045923,45.41891891891892,244107.17672413794,0,0,0,0.0,0.4239699874481523,289.0,0.3806228373702422,0.11418685121107267,0.19377162629757785,0.34545454545454546,0.5570934256055363,0.43944636678200694,2.2755905511811023,0.0034602076124567475,0.02422145328719723,0.01730103806228374,0.045454545454545456,0.15151515151515152,0.15454545454545454,3.0250522151838917,0.0,0.0,0.0,0.0,-0.3796885370535423,13.609027777777778,5,6,0,0.0,1,726,438,36,36,15,0.39669421487603307,0.02066115702479339,2.727326970426012,1.0,0,0.0,35,0.048209366391184574,0.0737343369573403,57.0,1.0,0.03315559210526316,143.0,5.76489898989899,8.24123207655173,0.05454545454545454,7.0,2.234375,2.4937705964380132,1.9081958235744878e-17,0.0,0.0,0.0,0.0,0.0,-0.3952847075210474,2.173067468400883,36575,36575.0,604.0,95.0,0,0.0,0.0,0.0034,0.0649,0,0.0,3.0433,0,0.073,193,0.0165
BHE1709,4915,1715,3200,2080,0,475,0,38,0.4231943031536114,0.007731434384537131,0.0,0.09664292980671414,0.0,0.0,2.083541677003571,66.41891891891892,585353.7189504373,0,0,0,0.0,0.39207444202182856,1995.0,0.44862155388471175,0.11679197994987468,0.22606516290726816,0.4480446927374302,0.5819548872180451,0.37042606516290727,2.699594046008119,0.0005012531328320802,0.0,0.007017543859649123,0.0782122905027933,0.22746781115879827,0.18212290502793296,2.368466532409164,0.0,0.0,0.0,0.0,0.6500310587219092,10.15,0,1,0,0.0,1,765,481,102,102,0,0.3712418300653595,0.0,2.0045261190740105,0.0,0,0.0,125,0.16339869281045752,0.3808084895852263,200.0,1.0,0.078046875,717.0,7.7317581543357194,8.785511800291609,0.045346062052505964,37.0,9.68918918918919,2.2314925745088163,-1.0802169969325848e-16,0.0,0.0,0.0,0.0,0.0,-0.8022082869138292,1.567021236472421,50908,50908.0,2538.0,143.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0439,289,0.0499
BHG0258,2376,852,1524,698,0,105,0,11,0.2937710437710438,0.004629629629629629,0.0,0.04419191919191919,0.0,0.1668191661648228,2.0548046676563256,41.68421052631579,30159.74530516432,1,1,0,0.0,-20.73067407559769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.093406593406593,0,273,0,0.0,0,273,273,1,1,0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,-20.962743611424287,0.0,0.0,0.039703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9977072280098476,25935,25935.0,1680.0,95.0,0,0.0,0.0,0.0721,0.0,1995,0.0,0.0,95,0.0348,88,0.0648
BHG3238,3147,1066,2081,1052,0,138,0,15,0.33428662217985383,0.004766444232602479,0.0,0.0438512869399428,0.0,0.0,2.0186095419269723,42.527027027027025,30039.827392120074,0,0,0,0.0,0.05149010208648013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.073501872659175,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.029694736842105267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.986887596040755,33820,33820.0,67.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0526,147,0.002
BHK2196,350,123,227,113,0,47,0,12,0.32285714285714284,0.03428571428571429,0.0,0.13428571428571429,0.0,0.0,1.9039157417859027,4.72972972972973,834914.9105691056,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,2.4,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,8.034035580524344,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,12.0,1.0,0.05850986842105262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8054180384339102,3560,3560.0,141.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0756,129,0.0396
BHM0430,4850,1720,3130,1685,852,433,0,49,0.3474226804123711,0.010103092783505154,0.1756701030927835,0.08927835051546391,0.0,0.0,1.7122170222056723,65.54054054054055,423613.9162790698,0,0,0,0.0,0.2691046979138455,70.0,0.0,0.0,0.0,0.0,0.0,0.15714285714285714,6.363636363636363,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.679070310747509,8.907162921348315,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,70.0,1.0,0.20662499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50908,50908.0,2773.0,143.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0546,251,0.0545
BHN2290,1041,359,682,354,0,86,0,2,0.3400576368876081,0.0019212295869356388,0.0,0.08261287223823247,0.0,0.0,2.642456409306314,14.067567567567568,264955.32033426187,0,0,0,0.0,0.7910273180141931,7.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.75,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.09878277153558,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7.0,1.0,0.004955921052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358150856822424,10324,10324.0,43.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0125,95,0.0042
BHS1917,3113,1100,2013,1030,0,247,0,51,0.33087054288467715,0.01638291037584324,0.0,0.07934468358496627,0.0,0.0,2.1564744394411415,42.067567567567565,399125.1536363636,0,0,0,0.0,0.8744322980808736,59.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,6.555555555555555,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.33241124765726676,9.096722846441947,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,59.0,1.0,0.03720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9977072280098476,33725,33725.0,573.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0649,178,0.017
BHW2476,3124,1092,2032,980,0,263,0,17,0.31370038412291934,0.005441741357234315,0.0,0.08418693982074264,0.0,0.0,1.7884497844722809,42.21621621621622,386046.8424908425,0,0,0,0.0,0.3569527323419626,14.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,4.666666666666667,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,8.00692883895131,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,14.0,1.0,0.06167756990131579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.620439017155632,33725,33725.0,996.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0265,92,0.0295
BIG3946,344,122,222,99,0,13,0,4,0.2877906976744186,0.011627906976744186,0.0,0.0377906976744186,0.0,0.0,1.8466925882986365,4.777777777777778,30547.139344262294,15,15,0,0.0,-4.134491152973615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.982904761904763,0,350,0,0.0,0,350,350,1,1,0,0.0,0.0,0.0,0.0,30,30.0,0,0.0,-5.646407602997519,0.0,0.0,0.02887623355263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8054180384339107,3500,3500.0,0.0,10.0,0,0.0,0.0,0.0,0.0,200,-0.5824,0.0,150,0.0277,59,0.0
BIT2790,348,120,228,159,70,105,0,6,0.45689655172413796,0.017241379310344827,0.20114942528735633,0.3017241379310345,0.0,0.0,2.5,4.702702702702703,1253473.3833333333,0,0,0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4,2.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.1,0,2,0,0.0,0,635,356,1,1,0,0.4393700787401575,0.0,0.6796953754971142,0.0,0,0.0,0,0.0,-0.9488810021889632,10.0,1.0,0.05665263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748737083745107,3560,3560.0,48.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0244,163,0.0135
BJA1137,3139,1109,2030,1038,0,292,0,13,0.3306785600509716,0.00414144632048423,0.0,0.09302325581395349,0.0,0.0,2.336643302444975,42.41891891891892,810466.7394048693,0,0,0,0.0,0.23467912758998294,103.0,0.0,0.0,0.0,0.0,0.0,0.08737864077669903,11.444444444444445,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,3.5283797386191806,0.0,0.0,0.0,0.0,-1.2909944487358056,8.048923220973782,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,103.0,1.0,0.009916282894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748737083745107,33725,33725.0,3305.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0121,110,0.098
BJC0366,3121,1115,2006,922,0,190,0,13,0.29541813521307275,0.004165331624479333,0.0,0.06087792374239026,0.0,0.0,2.1332297852624653,42.17567567567568,434317.668161435,0,0,0,0.0,-0.511581795678649,72.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,6.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,3.5462305175202906,0.0,0.0,0.0,0.0,2.0,10.133333333333333,0,1,0,0.0,0,637,356,1,1,0,0.4411302982731554,0.0,0.6984649861988244,0.0,0,0.0,0,0.0,-0.3162936673963211,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33820,33820.0,394.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0048,104,0.0116
BJC3423,5248,1820,3428,1920,0,545,0,28,0.36585365853658536,0.005335365853658537,0.0,0.10384908536585366,0.0,0.0,2.4302584311455138,70.91891891891892,570316.9565934066,0,0,0,0.0,-0.026849790162997392,36.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,9.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.466666666666667,0,1,0,0.0,0,630,356,1,1,0,0.43492063492063493,0.0,0.7059316421544186,0.0,0,0.0,0,0.0,-0.47473742852592293,36.0,1.0,0.013297697368421051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072486117164883,54315,54315.0,1708.0,153.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0066,215,0.0314
